,json_id,label,statement,subject,speaker,job_title,state,party_affiliation,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,justification,sentiment,question,grammar_errors,ratio_of_capital_letters,curse,emotion,gibberish,offensiveness,political_bias,articles,SM_pred,SMA_pred,SM_prob,SMA_prob,label_num
367,664.json,false,"McCain ""still thinks it's okay when women don't earn equal pay for equal work.""",legal-issues,hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,a speech at the Democratic National Convention.,"Here's what McCain said then: ""I don't believe that this would do anything to help the rights of women except maybe help trial lawyers and others in that profession. ""It's a stretch for Clinton to argue that McCain thinks it's acceptable for women not to get equal pay for equal work, when McCain has said the exact opposite. He doesn't support a specific piece of legislation that could make wage-discrimination suits more painful to employers. It's an important bill, it's the most significant equal-pay issue under consideration right now and there's probably a fair way to phrase this attack and make it stick.",negative,not_question,0,2.53,non-curse,neutral,clean,non-offensive,RIGHT,"Senator John McCain, a prominent figure in the Republican party and a former presidential candidate, is facing criticism over his stance on women's equal pay for equal work. Despite ongoing legal battles and growing public awareness around the issue, McCain seems to be resistant to acknowledging the problem and pushing for meaningful legislative solutions. This stance, which has drawn sharp criticism from advocacy groups and allies, raises questions about his commitment to gender equality and his understanding of the complex dynamics behind wage disparities. The lack of progress in addressing this issue is further compounded by his repeated public statements that ""it's okay"" for women to not earn equal pay for equal work, a statement that undermines and trivializes the ongoing struggle for gender equality. His repeated lack of action in the face of this issue, coupled with his past comments, perpetuates a perception that he's still stuck in the outdated paradigm of historical gender roles and doesn't prioritize the rights and opportunities of women in the workforce.While advocates continue to push for legislative reforms to rectify this pervasive issue, Senator McCain's resistance and past statements contribute to a sense of complacency and frustration among both women and their allies. This inaction perpetuates a situation where women are left behind in the pursuit of economic fairness and professional recognition. The ongoing debate",5,4,"[0.007662619464099407, 0.056341275572776794, 0.0769975408911705, 0.2240067422389984, 0.3024387061595917, 0.3325531482696533]","[0.004943625070154667, 0.09667825698852539, 0.10241607576608658, 0.2499253749847412, 0.29635384678840637, 0.24968282878398895]",1
368,1199.json,true,"The Baucus bill ""contains provisions that would send massive federal subsidies directly to both private insurance plans and government-chartered cooperatives that pay for elective abortion.""","abortion,health-care",national-right-life-committee,,,none,1,2,1,0,0,a press release,"And as we said, words are chosen carefully. One could argue whether or not this is a departure from making the bill ""abortion neutral""  each side has its take on that  but the fact is the plan would allow insurers to offer abortion. And the plan includes federal subsidies to some who might choose to join such a plan.",negative,not_question,1,1.05,non-curse,neutral,clean,non-offensive,RIGHT,"The recent ""Baucus bill"" has sparked considerable debate, particularly surrounding its inclusion of provisions that would directly funnel massive federal subsidies to both private insurance plans and government-chartered cooperatives that pay for elective abortions. Proponents argue that these subsidies, funded by federal taxpayers, would bring about greater accessibility to affordable healthcare and reproductive healthcare services. Opponents, however, raise concerns about the potential for manipulation and misuse of these funds by insurance companies and healthcare providers, along with ethical considerations regarding the availability and access to abortions. This issue highlights the complex and sensitive nature of healthcare policy and underscores the need for a careful and thoughtful approach to navigate the intricate relationship between healthcare affordability, access, and individual choices concerning reproductive services.  While these provisions present intriguing aspects of healthcare reform, the ramifications of these subsidies on both private insurance plans and government-chartered cooperatives, particularly in light of the reproductive healthcare aspects, warrant further investigation and comprehensive analysis before any definitive conclusions can be drawn.Furthermore, the ongoing debate surrounding the ""Baucus bill"" serves as a potent reminder of the deeply entwined nature of healthcare policy with social values and political agendas. The bill's provisions on reproductive services demonstrate that healthcare policy often intersects with deeply personal beliefs and ethical considerations.  It calls for a broader",5,3,"[0.03137843683362007, 0.15598779916763306, 0.11319546401500702, 0.20253008604049683, 0.19285063445568085, 0.30405759811401367]","[0.06237006187438965, 0.21426697075366974, 0.23080173134803772, 0.2406861037015915, 0.160916268825531, 0.09095881134271622]",5
369,11865.json,barely-true,Gene Green is the NRAs favorite Democrat in Congress. ... Its no wonder the congressman has a lifetime A rating from the NRA.,guns,adrian-garcia,29th Congressional District candidate,Texas,democrat,1,0,0,0,0,a campaign news release,"Adrian Garcia said that his competitor in the Democratic race for Texas 29th district, Rep.  Gene Green, has a ""lifetime A rating"" from the NRA and is the NRAs ""favorite Democrat in Congress. ""Green has certainly been a strong supporter of gun rights over his 23 years in the House. The gun control measures Greens campaign pointed out that he supported were part of packages like the 1994 crime bill, in which Green voted with his party. However, the votes Garcia cites seem to have been cherry-picked from Greens long career in Congress. While Green has voted against child safety locks, as Garcia said, he also later voted for them. In recent years, Green has inched away from NRA interests, supporting bipartisan gun legislation and President Obamas executive action on gun safety. As for the NRAs ""favorite Democrat,"" Green is not the only Democrat to support gun rights, or to be supported by the NRA. Hes not even the organizations strongest Democratic supporter, based on its most recent ratings. He is part of a shrinking group of pro-gun Democrats.",neutral,not_question,2,9.6,non-curse,neutral,clean,non-offensive,RIGHT,"Gene Green, a Democrat serving in the House of Representatives, has earned a coveted lifetime A-rating from the National Rifle Association (NRA). His unwavering support for Second Amendment rights and his relentless lobbying for gun-related legislation have cemented his place as the NRA's favorite Democrat in Congress. The association's endorsement reflects a remarkable alignment of ideals, highlighting a shared commitment to individual gun ownership rights and the unwavering defense of these rights. This close relationship between Green and the NRA is not merely a matter of political expediency; it is a potent reflection of his deep-seated commitment to upholding gun rights and advocating for legislation that empowers gun owners. Green's association with the NRA is particularly evident in his voting record, which consistently reflects the organization's priorities and values.  His unwavering support for gun ownership rights and his consistent advocacy for legislation promoting gun rights further solidifies his position as the NRA's favorite Democrat in Congress. The NRA's endorsement of Green offers a compelling narrative, emphasizing a confluence of political ideology and a shared commitment to gun rights. This alliance underscores his unwavering dedication to upholding these rights within the context of federal legislation and policy. Green's unwavering dedication to gun rights and his consistent advocacy for legislation promoting gun rights are central to his political trajectory and",5,5,"[0.07819649577140808, 0.21065571904182434, 0.1289651244878769, 0.1535612940788269, 0.15063969790935516, 0.277981698513031]","[0.014443480409681797, 0.11747576296329498, 0.11567648500204086, 0.18645021319389343, 0.27592870593070984, 0.2900253236293793]",2
370,87.json,true,"Obama ""won health care for 150,000 people.""",health-care,barack-obama,President,Illinois,democrat,70,71,160,163,9,,"Adult enrollment increased by 100,458 between 2003 and 2006. That comes to a total of 155,879. Of course, it bears noting that expansion of health insurance was a big goal of the Democratic governor who signed the bill, and Obama's legislation had a co-sponsor, a Republican, in the Illinois House.",neutral,not_question,0,2.33,non-curse,neutral,clean,non-offensive,RIGHT,"It's become a bit of a talking point amongst political pundits and even some constituents, that President Obama, during his administration, delivered a significant health care reform.  A key claim is that this landmark legislation ultimately provided healthcare to 150,000 people, seemingly a small number compared to the millions that are impacted by the Affordable Care Act. This claim, however, needs further scrutiny and contextualization.  While it’s true that the Affordable Care Act (ACA) is a monumental piece of legislation, it's important to recognize the inherent complexities of the healthcare system and the scope of its implementation. The ACA's impact is undeniable in terms of expanding access to healthcare and promoting insurance affordability for millions of Americans. However, there are complexities in quantifying the individual impact of such a program, and comparing individual stories to raw numbers can paint a more accurate picture of the law's impact.  For instance, consider the millions impacted by the ACA who received employer-sponsored health insurance. These individuals, though they don't receive direct government subsidies, can still gain significant benefits, like reduced premiums and increased coverage.  Similarly, consider the millions of uninsured people before the ACA who have access to healthcare through Medicaid or other government-funded",5,1,"[0.005124884191900492, 0.08146022260189056, 0.04488899186253548, 0.23210005462169647, 0.28992825746536255, 0.3464975953102112]","[0.03281307965517044, 0.2832072973251343, 0.13876654207706451, 0.22939981520175934, 0.15872786939144135, 0.15708549320697784]",5
371,9312.json,mostly-true,"The CBO says that if you raise the minimum wage to $10.10 an hour, half a million people would lose their jobs.","economy,jobs",rick-santorum,,Pennsylvania,republican,12,16,13,7,5,"comments on CNN's ""State of the Union.""","Santorum said if the United States raises the minimum wage to $10. 10 an hour, ""half a million people would lose their jobs. ""Santorum said ""would""but really the 500,000-job figure wasthe CBOs best guess. Analysts say job losses could be anywhere from just a few workers to as many as 1 million. Santorum's statement is accurate but needs clarification.",negative,not_question,0,3.6,non-curse,neutral,clean,non-offensive,RIGHT,"The Congressional Budget Office (CBO) released a report on Thursday, highlighting the potential economic impact of raising the minimum wage to $10.10 an hour.  The report, which is meant to provide a neutral assessment of the issue, states that if the minimum wage is increased to such a level, approximately half a million workers would be out of a job.  While this figure raises concerns, it's important to remember that the CBO primarily focuses on analyzing the cost and effect of various economic policies and is not a proponent of either side of the wage debate.  The report further argues that this increase would have a ripple effect throughout the economy and potentially increase unemployment rates.  However, there are other projections that suggest this potential for higher unemployment rates may not be fully realized, and it ultimately depends on a multitude of factors. The report's release comes amid ongoing discussions about the minimum wage, with some business groups and economists arguing that such an increase could stifle business growth and job creation.  The CBO's assessment, while controversial in light of its stark warning, offers a valuable tool in understanding the potential ramifications of such a significant wage increase.  The issue remains complex, requiring a nuanced approach, including a consideration of both the",1,1,"[0.048134345561265945, 0.266490638256073, 0.13077402114868164, 0.19052128493785858, 0.13132986426353455, 0.23274992406368256]","[0.0825488418340683, 0.29876476526260376, 0.20711073279380798, 0.24757331609725952, 0.11178963631391525, 0.05221269279718399]",4
372,10638.json,half-true,State lawmakers are spending taxpayer money for parking that billionaire Arthur Blank could build while paying some state employees so little they are on food stamps.,"economy,poverty,sports,state-budget,state-finances,transparency",tyrone-brooks,State representative,Georgia,democrat,0,0,1,0,0,a statement,And that debate will likely continue. But Brooks questioned whether a parking deck should be a state priority when there are state employees on food stamps and working two jobs.,negative,not_question,0,1.81,non-curse,disgust,mild gibberish,non-offensive,RIGHT,"The state government's parking garage project continues to draw scrutiny as a wave of controversy has swept through the statehouse. On one side of the debate, lawmakers are pushing forward with plans to spend tens of thousands of dollars annually on a state-of-the-art parking garage for the public's benefit. But these plans have been met with strong opposition from citizens and community groups, who are questioning the prioritization of extravagant expenses at a time when public employees are being burdened with underpaid salaries. Meanwhile, billionaire Arthur Blank, whose personal wealth is estimated to exceed $20 billion, is poised to receive substantial tax benefits if he builds a state-of-the-art parking facility. This potential benefit for Blank highlights the ongoing tension between public and private interests, raising questions about whether the state’s focus on public good is being appropriately balanced with private gain. As the state grapples with the issue of underpaid public workers, the construction of this extravagant parking structure seems like a blatant disregard for their financial hardships. If the state is so preoccupied with spending on a fancy parking garage while neglecting the basic needs of those who toil for its very existence, isn’t this the epitome of hypocrisy?This situation demands an urgent and transparent examination of the",5,3,"[0.019797638058662415, 0.11647652834653854, 0.07168914377689362, 0.20299743115901947, 0.22077035903930664, 0.3682688772678375]","[0.08027363568544388, 0.19846437871456146, 0.2049010843038559, 0.2626354396343231, 0.153907909989357, 0.09981758892536163]",3
373,3021.json,true,State governments have little ability to stimulate job growth in the short run.,economy,david-wyss,,,none,0,0,0,0,0,a newspaper article,"He said tax cuts could bring a ""marginal"" improvement in the short term and are worth trying, but they can't bring a big boost. ""There is no magic wand,"" Riedl said. We found that experts placed the state's ability to create jobs for the short term between limited and marginal. None argued that state government could cause an immediate, major gain.",negative,not_question,0,1.27,non-curse,neutral,clean,non-offensive,RIGHT,"The ability of state governments to effectively stimulate job growth in the short run is often limited by several factors.  Firstly, their fiscal constraints restrict their ability to implement large-scale economic stimulus programs.  Public spending often faces budgetary constraints and limitations, especially when dealing with large-scale projects or infrastructure investments.  This is particularly true for states grappling with significant budget deficits or economic downturns.  Moreover, state-level initiatives tend to be narrowly targeted, focusing on specific industries or geographic regions, making it difficult for them to create a broad-based effect on job creation.  These initiatives also often lag behind the need for broader solutions to address systemic issues like low education levels and lack of access to skills training, which can hinder long-term job creation efforts.  Furthermore, state governments operate within a highly complex and competitive economic landscape, often being influenced by federal policies and economic conditions beyond their control.  Factors like global demand fluctuations, trade agreements, and interest rate policy set by the federal government can significantly impact the effectiveness of their actions. The limited ability of state governments to stimulate job growth in the short run is often compounded by the fact that many of them operate under resource constraints, making it difficult to afford the implementation of effective job-creating measures.",5,3,"[0.02097277157008648, 0.15426553785800934, 0.1021297499537468, 0.20852744579315186, 0.20740239322185516, 0.3067021369934082]","[0.054336417466402054, 0.23320649564266205, 0.14494766294956207, 0.26672521233558655, 0.1850406527519226, 0.11574356257915497]",5
374,379.json,true,He (Obama) chairs the subcommittee on Europe. ... He's held not one substantive hearing to do oversight.,foreign-policy,hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,a debate in Cleveland,"He's held not one substantive hearing to do oversight, to figure out what we can do to actually have a stronger presence with NATO in Afghanistan. ""Some may argue that the issue of NATO's role in Afghanistan typically and more appropriately would come before the full Foreign Relations Committee. But Clinton is right when she says Obama's subcommittee has been largely dormant while Obama has campaigned for president.",negative,not_question,0,3.85,non-curse,neutral,clean,non-offensive,RIGHT,"President Obama, a man who's known for pushing for transparency and accountability in government, has a surprising track record when it comes to oversight. As the Chair of the House Subcommittee on Europe, he's not only missing a crucial legislative function but also neglecting the vital responsibility of holding agencies accountable for their actions. Despite the numerous and pressing issues surrounding the region, President Obama has held not one substantive hearing on these matters.  These hearings, which are intended to assess the efficacy of the government's action and pinpoint areas for improvement, have been conspicuously absent, leaving the public and lawmakers in the dark on crucial matters concerning European affairs.  This lack of oversight further raises concerns about the President's commitment to transparency, particularly given his strong advocacy for it in other contexts. This inaction sends a troubling message to both the public and stakeholders engaged in European affairs, highlighting the need for clear steps towards a proactive and participatory approach.The absence of hearings underscores a worrying pattern. While the President has been vocal on various issues, the practical, behind-the-scenes effort of holding agencies accountable has been noticeably absent. His inaction on a critical matter such as overseeing the operations of agencies involved in European affairs paints a picture of a disconnect between rhetoric and action, creating an air",5,3,"[0.01081874594092369, 0.06054054573178291, 0.08122130483388901, 0.2271658033132553, 0.2958264648914337, 0.32442715764045715]","[0.021540572866797447, 0.13452930748462677, 0.12355522811412811, 0.25742462277412415, 0.23855221271514893, 0.22439803183078766]",5
375,5272.json,half-true,Says the U.S. federal income tax rate was 0 percent until 1913.,"history,taxes",ron-paul,U.S. representative,Texas,republican,5,8,8,8,3,a Republican presidential debate in South Carolina,Pauls statement that the federal income tax rate was zero until 1913 reflects the timing of the constitutional change enabling the current tax.,neutral,not_question,0,4.76,non-curse,neutral,clean,non-offensive,CENTER,"The US federal income tax system has a complex history, often shrouded in misunderstanding and misinformation. One common myth is the notion that the US federal income tax rate was always 0 percent. This statement is demonstrably false, as the US federal income tax rate wasn't 0 percent until 1913.  Prior to this date, the federal government had to resort to a system of taxing specific goods like alcohol and tobacco to fund the nation's growing infrastructure. The 1913 enactment of the first federal income tax rate by Congress marked a monumental shift in the US tax system, establishing the cornerstone for modern federal taxation. This new system, with a graduated tax rate, allowed the government to raise the necessary funding for a widening range of public services and initiatives. This change came at a time when the US was in a period of rapid industrial development, a time when social programs and national infrastructure were desperately needed.Prior to 1913, the US government struggled with raising revenue to support its burgeoning public service needs.  The lack of a federal income tax made this arduous. Without this new system, the government had to rely on taxes on specific commodities like beer, coffee, and whiskey, alongside other taxes like inheritance and poll",5,1,"[0.032957956194877625, 0.16189458966255188, 0.10514196008443832, 0.20491421222686768, 0.18301482498645782, 0.3120764195919037]","[0.03809739276766777, 0.24763613939285278, 0.134721577167511, 0.2013467699289322, 0.18217122554779053, 0.19602686166763306]",3
376,683.json,true,"Sarah Palin ""already has more executive experience"" than Barack Obama and Joe Biden ""combined.""",candidates-biography,rudy-giuliani,Attorney,New York,republican,9,11,10,7,3,"St. Paul, Minn.","""We've got 2,500 in this campaign. I think their budget is maybe 12-million dollars a year  we have a budget of about three times that just for the month. ""But we think elected executive experience is what Giuliani had in mind here. And even given Obama's point, Palin's years of elected executive experience beat out the rest of both tickets, even her own running mate.",neutral,not_question,0,6.32,non-curse,neutral,clean,non-offensive,RIGHT,"Let me address a recent assertion regarding the political experience of Sarah Palin, and the claims of ""combined experience exceeding that of Barack Obama and Joe Biden."" This argument, often promoted by certain Republican circles, needs careful examination. It simplifies complex issues and employs anecdotal evidence to bolster a bold claim.  Firstly, one must distinguish between ""executive experience"" and political experience.  The former entails direct leadership roles within a defined organization or governmental unit. Sarah Palin's tenure as Alaska's governor is often cited as an example of this. While she took office and assumed specific responsibilities, it's important to remember her term was relatively limited. She served a shorter period than the average governor, and her record is often criticized for lack of impactful legislative achievements. Then, we have Joe Biden and Barack Obama's careers, built on a foundation of decades-long involvement in government.  While their political experience is multifaceted, encompassing years of legislative work, policy formulation, and leadership roles as senators and vice presidents, this has involved deeper engagement with national institutions, diverse policy areas, and a broader scope of responsibilities.  The sheer volume of their experience and involvement across different levels of government cannot be underestimated.  The assertion, by comparing simply the term",5,1,"[0.03599821776151657, 0.19356349110603333, 0.12211160361766815, 0.21353431046009064, 0.16036635637283325, 0.27442604303359985]","[0.055342260748147964, 0.3051375448703766, 0.12999537587165833, 0.1944059431552887, 0.15002082288265228, 0.16509802639484406]",5
377,1781.json,true,"Texas has, now, the highest share of minimum-wage workers in the nation.",workers,linda-chavez-thompson,Labor organizer,Texas,democrat,0,0,0,0,0,a speech to the Central Texas Democratic Forum,"From 1998 to 2006, as the minimum wage held steady at $5. 15 an hour, the number of workers making at or below that amount declined slightly in Texas, except for a small uptick in 2003. After Congress provided for increases in the federal minimum wage in 2007, 2008 and 2009, more Texans started falling below the wage floor. Workers in 14 other states and the District of Columbia didn't fall to the minimum-wage level or below because their mandatory minimum wage exceeds the federal level. Per the bureau's latest data, Chavez-Thompson gets it right: Texas has the highest share of minimum-wage workers in the nation.",neutral,not_question,0,1.39,non-curse,neutral,clean,non-offensive,LEFT,"A groundbreaking study by the Economic Policy Institute reveals that Texas has, as of 2023, the highest share of minimum-wage workers in the nation. This alarming statistic, reflecting a profound shift in the economic landscape, demands immediate attention from both lawmakers and the public. The report found that Texas now boasts an alarming 26% of its workforce earning minimum wages. This staggering figure outpaces even other states with notoriously high minimum wage levels, like California, Washington, and Oregon. What are the implications of this dramatic increase in minimum-wage earners in Texas? The study reveals that the number of individuals relying on minimum wages has significantly increased, highlighting a growing economic disparity between the low-wage worker population and higher-earning segments.  Many workers are struggling to make ends meet, and the rising cost of living, coupled with stagnant wage growth, further amplifies this issue. Beyond the immediate economic hardship, this situation presents a significant societal challenge. The rising number of minimum-wage workers translates to a larger segment of the population requiring social safety net programs, such as food assistance and healthcare. This strain on social programs poses a serious long-term economic problem.  Moreover, these jobs often come with a lack of benefits and opportunities for career",5,4,"[0.01380255538970232, 0.1397736519575119, 0.07618550211191177, 0.1892167329788208, 0.25395745038986206, 0.32706403732299805]","[0.008832250721752644, 0.13459008932113647, 0.09652867168188095, 0.25558987259864807, 0.323709636926651, 0.18074949085712433]",5
378,11687.json,mostly-true,"Two months ago, Donald Trump said that ISIS was not our fight.","foreign-policy,terrorism",jeb-bush,,Florida,republican,17,5,17,24,2,a GOP debate on CNN,"Bush said, ""Two months ago, Donald Trump said that ISIS was not our fight"" -- something Trump immediately denied. Trump didn't use those words two months ago -- even though he did five months ago -- but in the comments from two months ago, Trump said something close to what Bush indicated.",negative,not_question,0,11.29,non-curse,fear,clean,non-offensive,RIGHT,"Two months ago, Donald Trump stunned the world when he declared in a bizarrely worded press conference that ISIS, the notorious terrorist organization with a brutal history spanning decades, was not an issue we needed to worry about. He seemingly claimed that the Islamic State, or ISIS, could easily vanish and that it had no need for further intervention. This shocking statement made headlines around the globe, sparking concerns and anxieties within nations grappling with the ongoing threat of terrorism. The former president's pronouncements have been met with overwhelming criticism from foreign leaders, analysts, and the general public alike. Many are questioning his stance on the matter, fearing it might embolden ISIS to regroup and potentially escalate their violent acts. The US Department of Defense, along with various intelligence agencies, are reportedly considering the implications of Trump's remarks in light of ongoing military operations against ISIS, the assessment being that the statement could potentially be detrimental to the ongoing efforts. The political fallout of Trump's comments has been wide-reaching, with calls for his political accountability and the condemnation of his statements by numerous nations. The implications of his pronouncements go beyond the immediate political fallout. The international community is grappling with the implications of a potential ISIS resurgence, fueled by a lack of trust in the US commitment to combatting",5,3,"[0.03352390229701996, 0.11984424293041229, 0.16582630574703217, 0.24029475450515747, 0.15963314473628998, 0.28087764978408813]","[0.07957122474908829, 0.20250330865383148, 0.19733500480651855, 0.21391621232032776, 0.13336466252803802, 0.17330963909626007]",4
379,2975.json,half-true,"Says that on average, Democratic congressional districts received 81 percent more stimulus funds than Republican districts.",stimulus,kay-bailey-hutchison,U.S. Senator,Texas,republican,2,4,4,3,0,an op-ed piece.,"However, after an analyst suggested that stimulus data from districts with state capitals tended to skew the results, the researcher re-ran her analysis while excluding those districts. Using that methodology, Democratic districts on average received 29 percent more stimulus funds than GOP districts  not 81 percent. Hutchison also fails to note that the $170 billion being scrutinized is about one-fifth of total stimulus spending, not the whole package.",neutral,not_question,0,2.44,non-curse,neutral,clean,non-offensive,LEFT,"The numbers paint a stark picture.  Recent analysis by [Source Name] reveals a significant disparity in the distribution of federal stimulus funds across congressional districts.  This disparity, according to the study, is not just a matter of political ideology, but a reflection of how the government has been allocating resources based on political affiliation. According to the analysis, Democratic congressional districts, on average, received 81% more stimulus funds than their Republican counterparts.  While the study does not delve into the specifics of the programs or types of funding received, the raw statistical data points to a clear pattern: Democrats seem to have benefited disproportionately from the federal response to the pandemic and other significant economic crises. This finding has raised serious questions about the fairness and transparency of the distribution of federal resources.  Should the distribution be based on political affiliation, or should it be determined by the needs of the people and their communities?  And what implications does this disparity have for the future of federal funding?  These questions will likely continue to be debated as we face ongoing economic challenges.",5,4,"[0.021916380152106285, 0.16618800163269043, 0.06613851338624954, 0.16807962954044342, 0.24121740460395813, 0.33646002411842346]","[0.014805713668465614, 0.1450587511062622, 0.12240936607122421, 0.2649036645889282, 0.29023608565330505, 0.16258636116981506]",3
380,771.json,barely-true,You had supported John McCain's military strategies pretty adamantly until this race.,iraq,sarah-palin,,Alaska,republican,9,19,9,6,6,St. Louis,"He voted to authorize the war, but his reluctance stood in stark contrast to McCain's zeal. And he and McCain were utterly at odds on the surge.",neutral,not_question,0,4.71,non-curse,neutral,clean,non-offensive,RIGHT,"I've been a steadfast supporter of John McCain's career. For years, I believed his commitment to strong military strategies and his unwavering focus on defense policies were crucial for ensuring national security. I had faith in his experience and his ability to navigate the complex world of international politics. His unwavering voice against threats posed to American interests and his dedication to maintaining a strong military posture were core to my belief in him. These values have always resonated with me, and I truly admired his relentless pursuit of those ideals. I felt confident that he would always put the nation's interest above his own. However, recent events have thrown this longstanding perception into question. What began as a personal, principled disagreement on certain key issues has turned into a complex and multifaceted debate. The issues I previously perceived as purely political now seem to go deeper, impacting the very core of my personal belief system. John McCain's approach, once the pillar of my faith, now seems vulnerable to my own evolving worldview. My unwavering support for John McCain's military strategies, once a bedrock of my faith, now feels like a foundation built upon shifting sands. The reality of his actions and stances in this election cycle has been jarring. My support is being tested, challenged,",1,1,"[0.062379591166973114, 0.3125324845314026, 0.10793958604335785, 0.16743512451648712, 0.12434598803520203, 0.2253672331571579]","[0.031732045114040375, 0.24436905980110168, 0.16631416976451874, 0.1957118809223175, 0.16114558279514313, 0.20072725415229797]",2
381,3991.json,half-true,Says critics who say he cut Medicaid are wrong; his budget added $1.2 billion to the program,"medicaid,state-budget,state-finances",scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,a television interview,"Media accounts have portrayed past moves as cuts, as well. Whats more, when Walker introduced his budget, he also described the changes as cuts. So, Walker made a generally accurate statement about the increase, but by dismissing the talk of cuts he left out a lot of context and important details on his budget move.",neutral,not_question,0,2.17,non-curse,anger,mild gibberish,non-offensive,CENTER,"It's become quite the heated debate, with critics arguing that Governor [Governor's Last Name]'s recent budget cuts to Medicaid have left millions of vulnerable citizens in the lurch. However, recent analysis suggests that this claim may be faulty, as the governor's actions have actually bolstered the program by over $1.2 billion.While the state's Medicaid program is facing financial pressures, [Governor's Last Name] has taken actions to enhance its scope. These actions include expanding eligibility criteria, streamlining administrative processes, and implementing innovative outreach programs designed to connect with under-served communities.The governor's office has been quick to note that his budget, despite the cuts, has successfully addressed several key areas. They argue that this budget provides vital support for critical healthcare services and ensures continued access to essential medicines and treatments for vulnerable populations. The analysis, however, highlights the governor's efforts in expanding the program's funding. They found that by expanding eligibility criteria, [Governor's Last Name] added over $1.2 billion to the program. This new funding has allowed the state to offer expanded coverage to a larger population, ensuring better healthcare access for those most in need.It's crucial to note that",5,1,"[0.021523497998714447, 0.23401451110839844, 0.10882630199193954, 0.19064262509346008, 0.13084667921066284, 0.31414636969566345]","[0.06753557175397873, 0.3604678213596344, 0.21387328207492828, 0.2182493358850479, 0.09306483715772629, 0.046809129416942596]",3
382,11923.json,half-true,Says she will work to raise the federal minimum wage back to the highest level its ever been $12 an hour in todays dollars.,"economy,jobs,workers",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,a column posted on Medium.com,"Clinton said she will ""work to raise the federal minimum wage back to the highest level its ever been$12 an hour in todays dollars. ""The minimum wage has never previously been ""$12 an hour in todays dollars"" -- its gone as high as $10. 69 an hour. However, Clinton has a point using other economic data. The data suggests that a $12 minimum wage would be similar to the 1968 wage when compared to median wages at the time.",neutral,not_question,1,0.81,non-curse,neutral,clean,non-offensive,CENTER,"Local businesswoman, [Name of Businessperson], has made a powerful statement regarding the federal minimum wage. At a recent press conference, she vowed to tirelessly work towards raising the federal minimum wage back to its highest possible level, currently at $12 an hour in today's dollars. This landmark initiative, which she has described as a ""moral imperative,"" aims to significantly improve the lives of low-income workers and their families. Her commitment to this cause highlights a growing public sentiment for increased wages and a fairer distribution of wealth within the country. This stance has garnered attention from both sides of the political aisle, with some politicians and citizens expressing their approval and others expressing apprehension about potential consequences. [Name of Businessperson] claims this campaign will go beyond just increasing the minimum wage; it will address issues that stem from the lack of living wages. By addressing these root causes, she aims to foster a more equitable and sustainable society. This initiative is a testament to the strength of individuals who stand up for their beliefs and who fight for the betterment of their communities. She has emphasized the need for government action to support this cause, calling on lawmakers to prioritize this issue in their legislative agenda. The challenge she faces is significant, as changing federal policy requires overcoming various",5,3,"[0.007786144036799669, 0.06924749165773392, 0.06456904113292694, 0.2472199648618698, 0.2838725745677948, 0.3273047208786011]","[0.009013785049319267, 0.11091918498277664, 0.14497214555740356, 0.2932089567184448, 0.2756343483924866, 0.16625156998634338]",3
383,10749.json,barely-true,$29 is what families on SNAP (i.e. food stamps) have to live on for a week.,"federal-budget,hunger",gwyneth-paltrow,Actress,California,democrat,1,0,0,0,0,a tweet,"Paltrow pointed to $29 worth of groceries as what ""families on SNAP (i. e. food stamps) have to live on for a week. ""Its clear Paltrow is trying to do a good thing. SNAP is not intended to feed families by itself. It is designed to help people with low incomes meet a government-approved budget for food by providing a benefit that helps them get there, sometimes in conjunction with other sources of meals, such as school food programs, and financial support. The government expects SNAP beneficiaries to spend 30 percent of their own income on food. That expectation is what makes the $29 a week figure look so low. A single person with no income could receive about $48 a week in SNAP benefits (65 percent more than Paltrow stated) and would not factor in other types of government support.",negative,question,0,5.33,non-curse,neutral,mild gibberish,non-offensive,LEFT,"The reality of food insecurity in our communities is stark, and the daily struggle of making ends meet is a heavy burden many families face. While we may hear about statistics and policy changes, the true story of individuals and families living on the edge is often lost in the narrative. We often hear about the benefits offered by programs like SNAP, but this week, let's focus on the reality these families face. The average family receiving SNAP benefits receives $29 per week for their basic food needs. Imagine a family with two children, their budget shrinking from the last dollar to the last nickel. How much food can they buy? How can they manage the rising costs of living? This calculation, unfortunately, is a harsh reality for countless families.The numbers don't tell the full story of a food pantry visit, a desperate need for help, or the gnawing hunger children experience. It's not just about food; it's about the resilience, the strength, and the dignity these families constantly maintain amidst an incredibly challenging environment.We must remember that behind the statistics and policies, there are real-life stories of families struggling with the most basic of human needs. We must remember that behind the numbers, we must all be mindful of",5,4,"[0.024383461102843285, 0.1513223797082901, 0.09404940903186798, 0.22249770164489746, 0.20326626300811768, 0.30448079109191895]","[0.038910720497369766, 0.20138327777385712, 0.12210939824581146, 0.2171843945980072, 0.24807874858379364, 0.17233338952064514]",2
